# 64x64.Tetramagic Square.
# Generated by Toshihiro Shirakawa in 2025.12.27
# S1=131040
# S2=357782880
# S3=1098974822400
# S4=3600681036554784

2454,2020,67,2322,3650,3057,1473,1919,3925,1566,2647,4046,908,2857,3275,478,1393,3398,710,2420,634,2945,3796,2171,522,349,856,2290,195,1331,2930,981,3114,1165,2764,3900,1805,3239,3746,3573,1924,299,1150,3461,1675,3385,697,2702,3617,820,1238,3187,49,1448,2529,170,2176,2622,1038,445,1773,4028,2075,1641,
3150,2005,2706,3915,3766,3845,2661,394,2335,2455,2370,1499,2299,3496,3574,1982,737,264,4015,2191,467,1290,3311,1081,2943,2543,4039,3211,2819,686,2990,1018,3077,1105,3409,1276,884,56,1552,1152,3014,784,2805,3628,1904,80,3831,3358,2113,521,599,1796,2596,1725,1640,1760,3701,1434,250,329,180,1389,2090,945,
1478,899,3060,1219,871,1669,260,1151,3354,1948,1324,3581,824,1182,2273,2629,3691,470,3477,1567,3736,2204,3846,1391,2366,11,3984,3921,2036,995,684,2435,1660,3411,3100,2059,174,111,4084,1729,2704,249,1891,359,2528,618,3625,404,1466,1822,2913,3271,514,2771,2147,741,2944,3835,2426,3224,2876,1035,3196,2617,
3535,350,1683,3991,651,1655,1258,1843,3125,3263,247,1454,425,1751,4089,3023,3479,1943,499,1369,2034,3956,1112,1866,929,1316,2942,2589,3306,3802,766,2538,1557,3329,293,789,1506,1153,2779,3166,2229,2983,139,2061,2726,3596,2152,616,1072,6,2344,3670,2641,3848,832,970,2252,2837,2440,3444,104,2412,3745,560,
3000,1766,3742,655,2271,1970,814,3962,2933,2524,1610,2038,1254,1087,3667,2787,3896,50,1712,1484,2655,1022,619,3820,2705,545,3174,123,2177,3391,3621,3220,875,474,704,1918,3972,921,3550,1390,275,3476,3073,1440,2611,2383,4045,199,1308,428,3008,2841,2057,2485,1571,1162,133,3281,2125,1824,3440,353,2329,1095,
12,3054,2620,1429,688,370,2883,2138,86,3932,2342,3193,2745,3299,1111,282,1913,3361,836,1654,2547,973,2386,3590,212,2826,3481,3537,2275,442,2767,2042,2053,1328,3653,1820,558,614,1269,3883,505,1709,3122,1548,2441,3259,734,2182,3813,2984,796,1350,902,1753,163,4009,1957,1212,3725,3407,2666,1475,1041,4083,
1967,1715,2010,2842,2548,1100,372,232,881,1301,3169,427,4064,3020,2336,79,647,775,1354,2646,2908,2446,1912,306,2270,978,550,2597,630,3355,3630,141,3954,465,740,3465,1498,3545,3117,1825,3789,2183,1649,1187,1449,2741,3320,3448,4016,1759,1075,31,3668,926,2794,3214,3863,3723,2995,1547,1253,2085,2380,2128,
1474,3230,1234,3790,4007,689,1437,3924,2351,3888,780,1883,2761,3052,2372,1553,443,2449,3542,366,4,3611,1181,1799,2026,706,2696,1963,1131,3190,633,3120,975,3462,905,2964,2132,1399,3389,2069,2296,2914,484,4091,3729,553,1646,3652,2542,1723,1043,1334,2212,3315,207,1744,171,2658,3406,88,305,2861,865,2621,
2570,791,3829,1573,2214,2307,3137,3037,2017,1401,2269,334,1953,1614,3605,3861,1295,2858,1127,3236,2915,3544,709,3654,3935,3418,612,77,979,1691,4049,1411,2684,46,2404,3116,4018,3483,677,160,441,3386,551,1180,859,2968,1237,2800,234,490,2481,2142,3761,1826,2694,2078,1058,958,1788,1881,2522,266,3304,1525,
2775,3140,3269,2868,1592,3570,2982,3494,206,294,78,1505,3049,3415,2408,3349,1358,423,849,3917,453,1214,1785,1935,3732,2219,2495,1794,1995,3129,1470,42,4053,2625,966,2100,2301,1600,1876,363,2160,2310,2881,3642,178,3246,3672,2737,746,1687,680,1046,2590,4017,3801,3889,601,1113,525,2503,1227,826,955,1320,
2314,2970,1795,643,457,3056,1698,3469,2670,2055,524,327,2884,1965,2728,1014,3885,1558,3982,939,1515,1890,4062,3904,3666,1262,3276,3830,3360,1287,2456,867,3228,1639,2808,735,265,819,2833,429,191,33,2205,2580,3156,113,2537,210,3081,1367,2130,1211,3768,3571,2040,1425,626,2397,1039,3638,3452,2300,1125,1781,
1453,75,1261,700,773,1376,1056,48,352,3482,3686,1966,2261,2008,1500,2813,2919,496,1867,841,932,2452,754,2396,3095,3902,1770,3569,1554,181,3804,2969,1126,291,3914,2541,526,2325,193,1000,1699,3341,1643,3163,3254,2228,3599,1176,1282,2595,2087,1834,2129,409,613,3743,4047,3039,2719,3322,3395,2834,4020,2642,
3872,3752,3639,1779,2932,2614,1315,2094,751,3741,4081,2534,3079,3521,644,1960,877,937,3551,292,1419,1720,1073,2232,3257,132,2906,2126,200,1612,2700,1159,2936,1395,2483,3895,1969,1189,3963,838,1863,3022,2375,2676,3803,544,3158,3218,2135,3451,574,1016,1561,14,354,3344,2001,2780,1481,1163,2316,456,343,223,
3171,3901,2110,2409,2470,471,3364,549,3777,135,799,3051,3185,2502,1856,597,2178,2901,25,2637,1099,2399,2829,122,3627,1512,3162,1361,3773,681,2759,1853,2242,1336,3414,322,2734,933,2583,468,3973,1266,1696,2996,1458,4070,1194,1917,3498,2239,1593,910,1044,3296,3960,318,3546,731,3624,1625,1686,1985,194,924,
797,1070,2664,1775,373,2544,2708,461,622,1900,1477,1989,3164,2445,2774,2885,3387,3208,3800,3892,1690,91,1974,1094,3548,2255,3669,3940,4056,992,658,1225,2870,3437,3103,39,155,426,1840,547,3001,2121,4004,2405,203,295,887,708,1210,1321,1650,931,2106,2618,2195,3473,3634,1387,1551,3722,2320,1431,3025,3298,
1294,2812,2027,3167,3044,2616,488,1274,812,3744,3890,3330,2555,608,2341,1756,244,4079,2865,286,3213,1416,3584,3449,7,2199,1136,2127,1637,769,640,2077,2018,3455,3326,2458,1968,2959,1896,4088,646,511,2679,882,3809,1230,16,3851,2339,1754,3487,1540,765,205,351,3283,2821,3607,1479,1051,928,2068,1283,2801,
2607,2418,4006,2379,3593,1800,1436,1132,3480,1786,367,1413,497,4030,346,675,1893,1170,51,594,1818,1837,3068,3191,187,1383,828,889,1236,739,3282,1542,2553,813,3356,2859,3206,3267,2712,3908,904,1027,2258,2277,3501,4044,2925,2202,3420,3749,65,3598,2682,3728,2309,615,2963,2659,2295,502,1716,89,1677,1488,
1482,3689,3762,1441,3470,2493,3030,93,4014,1178,750,531,952,3683,768,2072,2713,2173,3614,3255,1599,2929,2179,1659,1972,237,3205,2928,1329,738,4063,2334,1761,32,3357,2766,1167,890,3858,2123,2436,1916,1166,2496,840,481,1922,1382,2023,3327,412,3143,3564,3345,2917,81,4002,1065,1602,625,2654,333,406,2613,
2000,2740,2,2809,3947,3047,1977,464,2568,1597,2311,312,3250,1471,3765,1578,3293,1252,984,3392,3334,829,137,555,1833,3307,2491,1318,3817,3031,1694,3821,274,2401,1064,278,2777,1604,788,2262,3540,3958,3266,761,703,3111,2843,802,2517,330,2624,845,3783,1784,2498,1527,3631,2118,1048,148,1286,4093,1355,2095,
935,3516,3700,3410,2294,220,607,2276,811,1467,2874,3423,1057,3931,2608,2518,2390,308,1668,2410,1249,2627,26,1865,72,3244,503,1050,1335,3724,2249,980,3115,1846,371,2760,3045,3592,851,4023,2230,4069,1468,2846,1685,2427,3787,1705,1577,1487,164,3038,672,1221,2628,3284,1819,3488,3875,1801,685,395,579,3160,
1791,40,1388,30,2144,384,3633,2635,1206,162,2497,774,1594,3439,2758,242,2136,742,2991,494,2385,3007,2116,3108,3256,1311,269,3393,846,2844,540,1998,2097,3555,1251,3249,702,3826,2784,839,987,1979,1088,1710,3601,1104,3353,1959,3853,1337,656,2501,3321,1598,3933,2889,1460,462,3711,1951,4065,2707,4055,2304,
834,3645,1110,3333,2575,2569,2484,2337,3926,2402,3539,142,3226,2231,2739,2508,3792,1830,2949,3253,3603,3017,437,36,661,4032,2749,2206,1854,3186,1220,639,3456,2875,909,2241,1889,1346,63,3434,4059,3658,1078,492,842,1146,2265,303,1587,1356,1864,869,3953,556,1693,169,1758,1611,1526,1520,762,2985,450,3261,
2899,2377,2494,942,2722,218,2610,3955,1591,3157,227,1420,3939,1108,1987,61,1743,1379,3579,3575,1847,3718,2474,3066,3523,3338,782,552,2074,1463,3134,405,3690,961,2632,2021,3543,3313,757,572,1029,1621,377,2248,520,516,2716,2352,4034,2108,2987,156,2675,3868,938,2504,140,1485,3877,1373,3153,1601,1718,1196,
1836,569,790,2318,777,3388,2993,3381,2954,2395,3698,475,3438,2156,2096,2482,3,3643,1923,2581,3988,146,388,1570,1424,2927,964,2683,129,2773,3207,2950,1145,888,1322,3966,1412,3131,1168,2671,2525,3707,3949,107,1514,2172,452,4092,1613,1999,1939,657,3620,397,1700,1141,714,1102,707,3318,1777,3305,3526,2259,
3626,2973,2515,1624,43,1193,2063,807,1518,2815,1667,283,895,911,3491,2672,3048,1768,2838,1013,3421,152,3366,230,2264,2174,3704,361,100,1898,528,2691,1404,3567,2197,3995,3734,391,1921,1831,3865,729,3943,674,3082,1257,2327,1047,1423,604,3184,3200,3812,2428,1280,2577,3288,2032,2902,4052,2471,1580,1122,469,
