# 56x56.Tetramagic Square.
# Generated by Toshihiro Shirakawa in 2025.12.29
# S1=87780
# S2=183489460
# S3=431498390400
# S4=1082370525781468

491,1458,2228,2439,1834,189,642,2694,2863,3116,1173,2053,1914,2835,1441,2313,1896,2567,2749,2280,1536,987,1045,1766,747,2983,508,65,3070,2627,152,2388,1369,2090,2148,1599,855,386,568,1239,822,1694,300,1221,1082,1962,19,272,441,2493,2946,1301,696,907,1677,2644,
1052,1740,1816,2822,163,2948,1729,974,2525,838,3031,742,722,2018,1850,9,1462,484,2009,2287,513,1949,899,639,2785,409,1526,237,2898,1609,2726,350,2496,2236,1186,2622,848,1126,2651,1673,3126,1285,1117,2413,2393,104,2297,610,2161,1406,187,2972,313,1319,1395,2083,
2854,2913,139,1943,847,464,253,830,632,1435,526,1799,674,2704,1530,1763,924,2033,40,2759,1264,2532,988,3077,1148,783,1651,2126,1009,1484,2352,1987,58,2147,603,1871,376,3095,1102,2211,1372,1605,431,2461,1336,2609,1700,2503,2305,2882,2671,2288,1192,2996,222,281,
1080,288,897,1882,358,201,1166,236,1761,810,598,1054,1608,1473,404,2256,2581,1206,714,1408,1820,762,99,50,449,657,118,2152,983,3017,2478,2686,3085,3036,2373,1315,1727,2421,1929,554,879,2731,1662,1527,2081,2537,2325,1374,2899,1969,2934,2777,1253,2238,2847,2055,
1193,1996,1375,1675,2490,293,986,3056,249,2419,46,2030,205,1284,820,2360,1048,1411,851,1545,532,2998,473,2540,2734,2221,1304,342,2793,1831,914,401,595,2662,137,2603,1590,2284,1724,2087,775,2315,1851,2930,1105,3089,716,2886,79,2149,2842,645,1460,1760,1139,1942,
2250,1559,1730,2654,1259,2029,2070,1400,839,2416,1992,330,315,1314,525,765,2932,1861,2619,2857,3134,2580,2559,2247,1326,92,917,3003,132,2218,3043,1809,888,576,555,1,278,516,1274,203,2370,2610,1821,2820,2805,1143,719,2296,1735,1065,1106,1876,481,1405,1576,885,
2466,531,1440,2870,1905,408,3080,1875,2659,567,934,1845,1614,112,295,2115,211,2432,2034,1354,2324,1144,2355,2796,77,1491,2162,868,2267,973,1644,3058,339,780,1991,811,1781,1101,703,2924,1020,2840,3023,1521,1290,2201,2568,476,1260,55,2727,1230,265,1695,2604,669,
1784,2866,2947,1796,976,1215,100,2254,522,445,771,352,2047,1978,1036,571,11,799,1600,2978,656,925,285,1655,1235,1425,2687,2426,709,448,1710,1900,1480,2850,2210,2479,157,1535,2336,3124,2564,2099,1157,1088,2783,2364,2690,2613,881,3035,1920,2159,1339,188,269,1351,
1650,2669,884,257,3112,2322,1561,1827,3039,2356,1872,2031,2836,2170,918,1737,2771,134,564,2943,2465,1011,1986,1197,1447,2693,688,510,2625,2447,442,1688,1938,1149,2124,670,192,2571,3001,364,1398,2217,965,299,1104,1263,779,96,1308,1574,813,23,2878,2251,466,1485,
2935,2664,577,1553,304,2202,2116,1807,117,434,2335,536,1663,374,1204,1772,2153,1112,620,877,3045,2007,26,2446,1249,2354,2873,1684,1451,262,781,1886,689,3109,1128,90,2258,2515,2023,982,1363,1931,2761,1472,2599,800,2701,3018,1328,1019,933,2831,1582,2558,471,200,
1895,1557,372,1478,737,2411,553,2902,939,67,1728,1167,1061,1362,2517,2706,1911,451,3102,597,960,1835,2936,2252,317,1073,150,2343,792,2985,2062,2818,883,199,1300,2175,2538,33,2684,1224,429,618,1773,2074,1968,1407,3068,2196,233,2582,724,2398,1657,2763,1578,1240,
521,1903,3066,312,1913,273,2027,2327,1329,2091,114,966,356,727,560,414,1353,2199,2275,2940,1734,1632,1145,2383,2498,1566,3086,503,2632,49,1569,637,752,1990,1503,1401,195,860,936,1782,2721,2575,2408,2779,2169,3021,1044,1806,808,1108,2862,1222,2823,69,1232,2614,
1975,1656,733,1244,886,1751,2747,417,2231,227,86,1220,1731,1841,2476,551,322,1033,798,1514,2668,698,2137,173,580,2041,148,3105,30,2987,1094,2555,2962,998,2437,467,1621,2337,2102,2813,2584,659,1294,1404,1915,3049,2908,904,2718,388,1384,2249,1891,2402,1479,1160,
261,980,911,2429,605,367,871,458,2084,1624,207,1292,1436,2020,2699,32,2977,2006,1229,1777,766,1538,60,2509,807,2617,1237,282,2853,1898,518,2328,626,3075,1597,2369,1358,1906,1129,158,3103,436,1115,1699,1843,2928,1511,1051,2677,2264,2768,2530,706,2224,2155,2874,
345,2817,2608,17,2366,1966,1262,209,165,1687,1934,1039,1471,81,1098,682,2533,2281,1591,410,650,2302,2219,1774,1313,2906,2657,953,2182,478,229,1822,1361,916,833,2485,2725,1544,854,602,2453,2037,3054,1664,2096,1201,1448,2970,2926,1873,1169,769,3118,527,318,2790,
91,2620,1256,2237,2066,1775,586,2381,1588,1645,1025,370,1383,214,435,2166,398,135,385,1156,2979,784,2362,1498,1226,3064,2560,947,2188,575,71,1909,1637,773,2351,156,1979,2750,3000,2737,969,2700,2921,1752,2765,2110,1490,1547,754,2549,1360,1069,898,1879,515,3044,
749,2483,1486,480,412,2342,343,563,2586,2089,2945,1603,1402,1379,929,264,1823,160,1141,10,707,2261,1078,3048,2821,1251,1927,1001,2134,1208,1884,314,87,2057,874,2428,3125,1994,2975,1312,2871,2206,1756,1733,1532,190,1046,549,2572,2792,793,2723,2655,1649,652,2386,
621,1691,1577,1750,2440,599,3091,419,2321,2621,1038,1121,1079,2132,2965,922,332,2276,2766,1865,2642,1798,2992,1468,3067,1948,2889,768,2367,246,1187,68,1667,143,1337,493,1270,369,859,2803,2213,170,1003,2056,2014,2097,514,814,2716,44,2536,695,1385,1558,1444,2514,
1501,2286,1572,2570,994,1860,686,231,439,1433,2966,909,1541,3011,2289,106,2448,2067,648,1057,145,2901,726,242,1299,465,2094,1811,1324,1041,2670,1836,2893,2409,234,2990,2078,2487,1068,687,3029,846,124,1594,2226,169,1702,2696,2904,2449,1275,2141,565,1563,849,1634,
1824,746,1414,1119,2999,3034,2095,2780,641,804,2173,3122,1877,1930,422,2585,455,2216,1562,1630,2868,611,2455,1364,2959,2253,2000,2810,325,1135,882,176,1771,680,2524,267,1505,1573,919,2680,550,2713,1205,1258,13,962,2331,2494,355,1040,101,136,2016,1721,2389,1311,
390,2867,1349,2139,3121,794,446,1918,127,460,2406,1832,2846,2541,2255,2207,1010,2615,1250,1516,215,690,1646,653,3055,1964,1723,1099,2036,1412,1171,80,2482,1489,2445,2920,1619,1885,520,2125,928,880,594,289,1303,729,2675,3008,1217,2689,2341,14,996,1786,268,2745,
1713,57,570,279,1548,2469,2774,942,2587,153,1939,1977,2444,2248,1633,2334,184,2634,1030,1322,2849,748,2743,1386,1075,45,1874,954,2181,1261,3090,2060,1749,392,2387,286,1813,2105,501,2951,801,1502,887,691,1158,1196,2982,548,2193,361,666,1587,2856,2565,3078,1422,
2791,755,612,2738,3082,1325,3002,2106,1970,2916,3073,1499,1785,1708,977,2431,463,2069,2245,241,1610,787,2577,2497,2185,305,1957,1280,1855,1178,2830,950,638,558,2348,1525,2894,890,1066,2672,704,2158,1427,1350,1636,62,219,1165,1029,133,1810,53,397,2523,2380,344,
2650,2092,2884,1420,2131,2359,878,2234,47,1818,1180,204,2427,1618,1660,2824,2017,3053,1859,789,348,421,616,1388,1997,2624,3019,2528,607,116,511,1138,1747,2519,2714,2787,2346,1276,82,1118,311,1475,1517,708,2931,1955,1317,3088,901,2257,776,1004,1715,251,1043,485,
1679,661,1940,2629,161,1519,1287,12,2574,2639,1974,2244,2443,183,2079,1767,2222,320,2709,2778,772,3040,1423,2163,2338,240,2058,1839,1296,1077,2895,797,972,1712,95,2363,357,426,2815,913,1368,1056,2952,692,891,1161,496,561,3123,1848,1616,2974,506,1195,2474,1456,
111,1176,1571,15,2789,2688,2484,2157,2307,1378,1681,1122,2501,2683,1231,834,956,635,2088,3097,533,2937,1202,2385,2754,2806,1367,1995,1140,1768,329,381,750,1933,198,2602,38,1047,2500,2179,2301,1904,452,634,2013,1454,1757,828,978,651,447,346,3120,1564,1959,3024,
2876,121,2054,1593,2698,995,817,1696,3052,2595,1889,2681,2957,2227,1838,1776,2545,2400,3098,1982,309,2072,2506,1669,718,1916,389,2282,853,2746,1219,2417,1466,629,1063,2826,1153,37,735,590,1359,1297,908,178,454,1246,540,83,1439,2318,2140,437,1542,1081,3014,259,
2241,3101,2976,985,667,1881,2812,2561,2403,2896,2101,2730,490,547,3065,1534,2435,1706,1814,175,1109,1477,1177,785,1790,365,2003,944,2191,1132,2770,1345,2350,1958,1658,2026,2960,1321,1429,700,1601,70,2588,2645,405,1034,239,732,574,323,1254,2468,2150,159,34,894,
2505,255,2177,2290,683,2752,2104,1741,1518,2309,2529,3007,22,1087,2192,1273,1837,1661,730,2705,1175,78,335,470,1726,539,185,1937,1198,2950,2596,1409,2665,2800,3057,1960,430,2405,1474,1298,1862,943,2048,3113,128,606,826,1617,1394,1031,383,2452,845,958,2880,630,
2353,1380,359,418,837,197,557,1168,1570,472,2233,2861,1924,2833,3074,1892,1627,2458,967,617,2278,2086,2547,141,1682,1310,36,1070,2065,3099,1825,1453,2994,588,1049,857,2518,2168,677,1508,1243,61,302,1211,274,902,2663,1565,1967,2578,2938,2298,2717,2776,1755,782,
1242,29,2522,2927,363,1739,1316,2164,2414,2312,89,2638,290,2742,1130,1925,2212,1631,2035,1410,1055,2495,1552,147,850,745,517,2903,232,2618,2390,2285,2988,1583,640,2080,1725,1100,1504,923,1210,2005,393,2845,497,3046,823,721,971,1819,1396,2772,208,613,3106,1893,
3093,1120,668,218,2279,1568,1817,2377,3012,1493,992,1442,2786,396,2648,2616,1880,301,1199,2093,2897,920,1393,2317,85,2438,604,1092,2043,2531,697,3050,818,1742,2215,238,1042,1936,2834,1255,519,487,2739,349,1693,2143,1642,123,758,1318,1567,856,2917,2467,2015,42,
507,1058,167,1268,1946,2702,489,193,1000,592,1333,2794,316,778,276,3127,1067,1445,73,2260,1381,1639,2510,681,816,2239,1529,1124,2011,1606,896,2319,2454,625,1496,1754,875,3062,1690,2068,8,2859,2357,2819,341,1802,2543,2135,2942,2646,433,1189,1867,2968,2077,2628,
702,2172,941,1513,2925,2797,2735,809,2378,5,2658,1331,245,1878,1965,2535,292,1200,2127,534,1698,2969,1779,3033,2032,655,1666,2265,870,1469,2480,1103,102,1356,166,1437,2601,1008,1935,2843,600,1170,1257,2890,1804,477,3130,757,2326,400,338,210,1622,2194,963,2433,
1654,2773,2103,609,2142,734,2304,858,910,2010,1348,2442,291,469,247,1689,2051,1305,220,403,1866,2593,1907,98,144,3129,2473,1581,1554,662,6,2991,3037,1228,542,1269,2732,2915,1830,1084,1446,2888,2666,2844,693,1787,1125,2225,2277,831,2401,993,2526,1032,362,1481,
2641,2365,979,2741,949,1709,179,1826,672,1550,280,2050,1382,3079,3083,2590,2100,2475,1495,1993,585,378,164,862,1241,1214,2333,254,2881,802,1921,1894,2273,2971,2757,2550,1142,1640,660,1035,545,52,56,1753,1085,2855,1585,2463,1309,2956,1426,2186,394,2156,770,494,
2649,1668,1127,1216,2345,930,2964,1059,351,2809,2729,2551,3041,3096,2138,1744,2864,764,2259,705,1293,1888,2511,1716,546,1528,1083,115,3020,2052,1607,2589,1419,624,1247,1842,2430,876,2371,271,1391,997,39,94,584,406,326,2784,2076,171,2205,790,1919,2008,1467,486,
3128,1912,2909,499,2098,407,523,975,1520,1780,2542,2767,3006,679,1248,1507,2816,3032,223,738,935,2063,892,1172,1424,663,788,1289,1846,2347,2472,1711,1963,2243,1072,2200,2397,2912,103,319,1628,1887,2456,129,368,593,1355,1615,2160,2612,2728,1037,2636,226,1223,7,
1770,2598,2673,2993,2107,1595,2230,2042,2392,895,2329,74,2711,2804,1864,665,1163,1340,968,230,43,1720,2556,2434,2762,2958,1945,1463,1672,1190,177,373,701,579,1415,3092,2905,2167,1795,1972,2470,1271,331,424,3061,806,2240,743,1093,905,1540,1028,142,462,537,1365,
3013,360,72,2802,1856,2652,1829,1159,711,1464,741,191,591,2872,35,2310,1026,1431,1194,841,2719,1096,1623,2516,2594,932,1765,2151,984,1370,2203,541,619,1512,2039,416,2294,1941,1704,2109,825,3100,263,2544,2944,2394,1671,2424,1976,1306,483,1279,333,3063,2775,122,
777,906,180,1620,479,2892,1265,1983,1062,991,827,1091,1302,2630,283,1482,1789,615,1928,2418,25,415,105,2292,154,1430,2769,2512,623,366,1705,2981,843,3030,2720,3110,717,1207,2520,1346,1653,2852,505,1833,2044,2308,2144,2073,1152,1870,243,2656,1515,2955,2229,2358,
864,759,959,1815,76,1613,1497,712,2583,2682,2918,1718,2910,1956,2553,903,1736,2814,2781,2300,1852,2075,3108,631,2071,1971,2708,2989,146,427,1164,1064,2504,27,1060,1283,835,354,321,1399,2232,582,1179,225,1417,217,453,552,2423,1638,1522,3059,1320,2176,2376,2271,
324,1307,2623,964,2441,1116,2760,248,1227,1457,1778,774,948,867,182,1136,1543,1719,3072,2661,2085,54,644,3009,572,1901,2695,795,2340,440,1234,2563,126,2491,3081,1050,474,63,1416,1592,1999,2953,2268,2187,2361,1357,1678,1908,2887,375,2019,694,2171,512,1828,2811,
684,952,2795,646,88,744,1612,2021,2736,334,2108,1745,498,131,1910,938,172,1674,2521,1438,1985,2246,1288,524,796,277,1238,28,3107,1897,2858,2339,2611,1847,889,1150,1697,614,1461,2963,2197,1225,3004,2637,1390,1027,2801,399,1114,1523,2391,3047,2489,340,2183,2451,
2184,1184,2457,1341,1459,3132,1652,2949,728,379,786,327,235,1146,1868,627,3119,443,2839,2262,2640,2569,1366,1680,2180,2082,1107,2653,482,2028,1053,955,1455,1769,566,495,873,296,2692,16,2508,1267,1989,2900,2808,2349,2756,2407,186,1483,3,1676,1794,678,1951,951,
