# 47x47.Trimagic Square.
# Generated by Toshihiro Shirakawa in 2026.02.18
# S1=51888
# S2=76396432
# S3=126541133568

494,685,2204,997,1624,29,1425,889,1853,1335,530,1831,540,1346,2158,1920,1615,523,1950,980,339,1936,270,2103,1544,579,156,2049,984,6,1065,1213,1045,149,814,123,1225,1019,57,1178,2142,1244,1461,1199,988,1086,986,
1203,1653,44,1309,1355,1235,965,418,742,75,1914,618,1169,954,222,54,745,1450,1381,1457,2021,293,215,1038,1774,414,937,2078,644,1353,1833,1515,784,1782,1690,544,2186,930,2153,2196,1845,1654,309,1111,551,933,142,
1074,381,905,1103,32,1860,479,1752,2109,175,1932,2172,626,923,1321,1710,161,2141,1137,1300,308,2163,1304,312,712,1267,1008,876,1701,1631,2087,1354,205,240,650,979,1416,1123,1345,936,249,1579,280,1937,1366,172,1395,
537,1046,370,274,1238,1051,1079,1442,259,1470,1960,870,1955,701,1144,1850,2010,28,2136,1659,1556,433,1737,1098,637,971,1227,47,1145,1535,1791,1816,1022,232,499,335,1262,497,901,2112,1054,21,1982,1777,573,412,2137,
1741,1863,812,1210,295,1989,638,51,1768,672,580,975,192,1780,722,79,1623,1978,844,707,1061,1483,621,2174,1576,1251,26,519,2088,715,1052,807,1918,1241,1426,1952,1349,329,2195,495,1066,1102,1400,65,1363,287,1808,
743,2077,1608,1805,353,1325,1360,1826,594,2005,2191,907,1371,645,755,815,2108,488,1281,1290,866,902,1441,1502,1748,526,1407,265,481,436,2043,1901,793,70,30,1567,1024,1503,516,189,1604,58,1658,380,268,1146,2017,
285,993,1348,1751,2128,953,315,1874,409,1527,966,1941,1698,1907,1583,468,826,168,53,527,1730,1124,803,250,1297,176,2054,1358,587,1206,919,1967,2206,332,1128,1372,1538,931,1409,597,2028,871,383,1802,1599,81,420,
319,40,1868,505,1514,1771,1456,1707,515,512,2208,2177,1112,1759,2125,671,1231,849,832,653,1822,1176,122,929,1428,2014,1865,828,675,1747,7,557,503,1854,1081,858,245,1636,1488,1732,344,19,1526,852,779,1410,567,
690,204,217,2075,1259,2152,1841,739,1439,1761,2020,1031,1738,445,114,1412,1504,405,868,1509,709,76,266,69,2027,1672,1491,562,1987,1078,196,708,1247,1282,525,955,531,1834,917,736,1205,2064,390,888,1945,1431,1674,
1260,982,816,636,2184,111,1979,969,619,569,1438,1577,1770,411,1418,2058,455,35,723,944,1036,279,1792,1773,794,119,696,1974,1640,1249,1018,1591,401,1413,900,2009,542,37,2101,1602,771,1795,1099,556,1699,1962,86,
147,2074,1620,1886,206,746,741,2183,1695,1248,676,1209,1092,1983,658,1892,141,1944,1152,306,951,446,1474,91,662,598,570,833,1906,1028,634,1258,1125,1637,442,651,1750,1370,78,220,325,1783,1728,2046,1352,1898,1433,
1138,323,157,1197,450,1471,1422,2039,291,2203,1023,1004,346,1107,126,874,1830,1446,1723,1560,115,1057,235,1273,362,2111,615,186,1516,1435,1554,1887,1294,1662,727,2090,1806,2031,462,1387,1524,601,1995,740,660,269,564,
1811,1930,1947,702,732,1090,166,2200,1072,1328,113,1872,465,281,1824,533,591,140,1891,1167,710,1351,1100,313,1305,1497,1218,1919,185,1000,611,1519,1800,327,292,1398,543,1315,1114,1605,1529,749,1786,2190,128,2001,528,
1455,996,251,1785,1990,1043,1819,311,819,834,1487,153,385,10,330,1113,1284,881,2105,388,1451,1379,2099,1104,109,829,757,1820,103,1327,924,1095,1878,2198,1823,2055,721,1374,1389,1897,389,1165,218,423,1957,1212,753,
1680,207,2080,18,422,1459,679,603,1094,893,1665,810,1916,1881,408,689,1597,1208,2023,289,990,711,903,1895,1108,857,1498,1041,317,2068,1617,1675,384,1927,1743,336,2095,880,1136,8,2042,1118,1476,1506,261,278,397,
1644,1939,1548,1468,213,1607,684,821,1746,177,402,118,1481,546,914,321,654,773,692,2022,1593,97,1846,935,1973,1151,2093,648,485,762,378,1334,2082,1101,1862,1204,1185,5,1917,169,786,737,1758,1011,2051,1885,1070,
775,310,856,162,480,425,1883,1988,2130,838,458,1557,1766,571,1083,950,1574,1180,302,1375,1638,1610,1546,2117,734,1762,1257,1902,1056,264,2067,316,1550,225,1116,999,1532,960,513,25,1467,1462,2002,322,588,134,2061,
2122,246,509,1652,1109,413,1437,606,107,2171,1666,199,1308,795,1807,617,1190,959,568,234,1512,2089,1414,435,416,1929,1172,1264,1485,2173,1753,150,790,1797,438,631,770,1639,1589,1239,229,2097,24,1572,1392,1226,948,
534,777,263,1320,1818,144,1003,1472,1291,374,1677,1253,1683,926,961,1500,2012,1130,221,1646,717,536,181,2139,1942,2132,1499,699,1340,1803,704,796,2094,1763,470,1177,188,447,769,1469,367,56,949,133,1991,2004,1518,
1641,798,1429,1356,682,2189,1864,476,720,572,1963,1350,1127,354,1705,1651,2201,461,1533,1380,343,194,780,1279,2086,1032,386,1555,1376,1359,977,1537,83,449,1096,31,0,1696,1693,501,752,437,694,1703,340,2168,1889,
1788,2127,609,406,1825,1337,180,1611,799,1277,670,836,1080,1876,2,241,1289,1002,1621,850,154,2032,911,1958,1405,1084,478,1681,2155,2040,1382,1740,625,301,510,267,1242,681,1799,334,1893,1255,80,457,860,1215,1923,
191,1062,1940,1828,550,2150,604,2019,1692,705,1184,641,2178,2138,1415,307,165,1772,1727,1943,801,1682,460,706,767,1306,1342,918,927,1720,100,1393,1453,1563,837,1301,17,203,1614,382,848,883,1855,403,600,131,1465,
400,1921,845,2143,808,1106,1142,1713,13,1879,859,256,782,967,290,1401,1156,1493,120,1689,2182,957,632,34,1587,725,1147,1501,1364,230,585,2129,1486,428,2016,1233,1628,1536,440,2157,1570,219,1913,998,1396,345,467,
71,1796,1635,431,226,2187,1154,96,1307,1711,946,1873,1709,1976,1186,392,417,673,1063,2161,981,1237,1571,1110,471,1775,652,549,72,2180,198,358,1064,1507,253,1338,248,738,1949,766,1129,1157,970,1934,1838,1162,1671,
813,2036,842,271,1928,629,1959,1272,863,1085,792,1229,1558,1968,2003,854,121,577,507,1332,1200,941,1496,1896,904,45,1900,908,1071,67,2047,498,887,1285,1582,36,276,2033,99,456,1729,348,2176,1105,1303,1827,1134,
2066,1275,1657,1097,1899,554,363,12,55,1278,22,1664,518,426,1424,693,375,855,1564,130,1271,1794,434,1170,1993,1915,187,751,827,758,1463,2154,1986,1254,1039,1590,294,2133,1466,1790,1243,973,853,899,2164,555,1005,
1222,1122,1220,1009,747,964,66,1030,2151,1189,983,2085,1394,2059,1163,995,1143,2202,1224,159,2052,1629,664,105,1938,272,1869,1228,258,1685,593,288,50,862,1668,377,1678,873,355,1319,783,2179,584,1211,4,1523,1714,
1595,1842,407,1068,1633,877,399,430,1837,804,464,1317,59,756,1961,1645,596,1626,1844,2159,1280,1700,553,1344,211,719,2071,43,1688,1159,146,677,535,260,1322,1882,2160,1769,466,1924,1131,1015,277,1542,1479,640,576,
1781,1324,1715,2194,1175,1559,2205,1813,394,1647,765,831,668,1326,2024,197,1545,116,372,1196,454,1765,410,1312,171,811,27,608,2070,1265,1035,1543,1494,643,1859,1188,962,724,1849,761,92,925,238,305,1810,748,1972,
1669,1295,1444,1141,1911,1183,1368,463,1726,639,768,1708,135,208,878,2072,698,548,1402,1448,1697,338,2175,817,2170,1508,223,1310,1965,1343,633,60,2197,369,202,851,1126,522,890,1875,152,1135,789,77,1739,1174,1847,
1017,183,1148,200,1547,15,1119,1566,750,560,1981,647,774,1676,475,1999,1908,1133,1734,148,239,895,1736,2146,1427,459,809,2081,167,237,1048,1384,529,1779,1856,1946,686,1894,669,1182,1984,726,1553,506,419,1365,1586,
424,1120,1871,921,1390,2135,452,1050,772,2120,93,1630,1261,1601,1333,963,178,912,1373,2065,687,1935,477,2050,163,1764,1432,1217,1058,492,2013,1001,1336,1953,1541,376,932,182,1421,404,589,1994,1691,318,139,85,974,
2192,9,822,1388,1299,94,674,1314,1592,244,1323,1302,2140,1616,2144,1926,328,1835,1192,1585,252,978,1525,432,939,2038,2113,1643,46,504,228,759,1520,559,942,242,867,744,1618,1149,656,910,2063,1091,257,1216,1578,
1975,1027,1121,89,892,1139,624,1198,63,155,350,102,275,1252,491,1852,1724,1627,1517,2147,1240,985,2098,1268,922,915,231,1551,1663,82,1473,1195,1821,2207,2110,945,659,713,1454,1925,1383,989,393,2079,583,1053,331,
1007,599,1670,486,1329,861,1857,1047,952,1606,304,112,1445,972,635,1954,489,558,490,1250,1888,296,1596,1202,1867,151,1513,716,1725,521,365,574,733,2076,1684,2018,2156,1998,1187,1661,179,106,1369,1037,2083,1477,87,
1361,1288,441,541,379,39,1423,680,1996,2034,1403,823,342,1029,627,846,415,2007,1093,347,1851,108,1757,1042,1417,20,2044,1588,473,1221,1580,2134,788,1040,566,124,1530,2015,396,421,830,1817,1153,1760,1562,2107,1430,
1490,610,1480,1755,1622,697,104,1339,1848,1311,1270,605,2118,797,1505,216,1406,23,117,730,1076,800,1367,1014,916,1214,502,2167,1712,514,976,595,173,1274,286,1905,160,614,324,1909,2124,1164,1910,1656,1840,487,2166,
